ticker,company_name,sector,as_of_date,close,cycle_phase,cycle_confidence,transition_risk,pending_phase,dwell_progress,composite_score,zigzag_score,stc_score,trend_score,candlestick_score,harmonic_pattern,gann_score,pe_ratio,pe_percentile_vs_universe,pb_ratio,dividend_yield_percent,earnings_quarterly_growth_percent
AMJLAND.NS,AMJ LAND HOLDINGS LIMITED,Real Estate,2026-09-22,37.75,ACCUMULATION,0.53,low,CONTRACTION,3/5,-0.348,-1.0,-0.87,0.131,1.0,,0.0,10.633803,13.4,0.7269261,0.54,-6.2
AMNPLST.NS,AMINES & PLASTICIZERS LTD,Basic Materials,2026-09-22,169.64999389648438,CONTRACTION,0.71,low,EXPANSION,2/5,0.349,0.0,0.875,0.52,-1.0,,0.0,24.20114,48.5,3.1941934,0.29,27.400000000000002
AMRUTANJAN.NS,AMRUTAJAN HEALTH LTD,Healthcare,2026-09-22,500.04998779296875,CONTRACTION,0.71,low,ACCUMULATION,1/5,-0.374,-1.0,0.574,-0.07,1.0,,0.0,26.78361,52.4,3.9054506,1.51,-47.5
ANANDRATHI.NS,ANAND RATHI WEALTH LTD,Financial Services,2026-09-22,2179.0,DISTRIBUTION,0.53,low,EXPANSION,3/5,0.128,1.0,-0.5,0.01,0.0,,0.0,78.83502,88.6,36.247192,0.32,73.8
ANANTRAJ.NS,ANANT RAJ LIMITED,Real Estate,2026-09-22,610.0999755859375,EXPANSION,0.53,low,CONTRACTION,3/5,-0.259,-1.0,-0.782,0.774,1.0,,0.0,37.406498,67.7,3.7929275,0.17,18.9
ANDHRAPAP.NS,ANDHRA PAPER LIMITED,Basic Materials,2026-09-22,71.43000030517578,EXPANSION,0.71,low,,,0.593,1.0,0.5,0.87,1.0,GARTLEY,0.0,51.38849,78.7,0.73240507,0.69,42.3
ANDHRSUGAR.NS,ANDHRA SUGARS LTD,Basic Materials,2026-09-22,95.3499984741211,DISTRIBUTION,0.71,low,EXPANSION,3/5,0.266,0.0,-0.5,0.804,1.0,,0.0,12.415364,17.7,0.77313524,1.05,94.1
ANGELONE.NS,ANGEL ONE LIMITED,Financial Services,2026-09-22,295.1000061035156,EXPANSION,0.71,low,,,0.406,1.0,0.506,0.116,1.0,,0.0,26.633575,52.0,4.393657,1.71,102.2
ANIKINDS.NS,ANIK INDUSTRIES LTD,Consumer Defensive,2026-09-22,42.9900016784668,CONTRACTION,0.39,low,,,-0.198,-1.0,-0.509,0.8,0.0,,0.0,,,0.293085,0.0,0.7000000000000001
ANKITMETAL.NS,ANKIT MET & POW LTD,Basic Materials,2026-09-22,1.7899999618530273,EXPANSION,0.44,low,ACCUMULATION,1/5,0.107,-1.0,0.331,0.99,1.0,,0.0,,,-0.024471268,0.0,
ANMOL.NS,ANMOL INDIA LIMITED,Energy,2026-09-22,14.029999732971191,ACCUMULATION,0.71,low,EXPANSION,3/5,0.274,-1.0,0.5,0.973,-1.0,,0.0,6.91133,4.7,0.6727726,0.0,4.9
ANNAPURNA.NS,ANNAPURNA SWADISHT LTD,Consumer Defensive,2026-09-22,131.7100067138672,CONTRACTION,0.36,low,ACCUMULATION,3/5,-0.087,-1.0,-0.5,0.151,-1.0,,0.0,9.165624,10.2,0.8118771,0.0,27.3
ANSALAPI.NS,ANSAL PROP & INFRA LTD,Real Estate,2026-09-22,3.7300000190734863,CONTRACTION,0.67,low,EXPANSION,3/5,0.855,1.0,0.653,0.913,-1.0,,0.0,,,-0.033881985,0.0,
ANTELOPUS.NS,ANTELOPUS SELAN ENRGY LTD,Energy,2026-09-22,1110.4000244140625,EXPANSION,0.71,low,,,0.337,0.0,0.502,0.844,0.0,,0.0,29.563364,57.0,5.9567304,0.0,157.6
ANTGRAPHIC.NS,ANTARCTICA LTD,Consumer Cyclical,2026-09-22,0.7099999785423279,CONTRACTION,0.58,low,,,-0.526,0.0,-0.961,-0.381,-1.0,,0.0,,,0.6893204,0.0,-20.5
ANTHEM.NS,ANTHEM BIOSCIENCES LTD,Healthcare,2026-09-22,891.7000122070312,EXPANSION,0.71,low,CONTRACTION,3/5,-0.424,-1.0,-0.905,1.0,0.0,,0.0,88.374626,90.7,16.46266,0.22,-11.700000000000001
ANUHPHR.NS,ANUH PHARMA LIMITED,Healthcare,2026-09-22,93.4800033569336,ACCUMULATION,0.71,low,EXPANSION,3/5,0.375,0.0,0.5,1.0,-1.0,,0.0,26.111732,51.1,2.6599135,1.6,37.6
ANUP.NS,THE ANUP ENGINEERING LTD,Industrials,2026-09-22,1663.0,CONTRACTION,0.53,low,ACCUMULATION,1/5,-0.307,-1.0,0.501,0.273,0.0,,0.0,39.342323,70.3,4.8208346,0.74,-97.8
ANURAS.NS,ANUPAM RASAYAN INDIA LTD,Basic Materials,2026-09-22,1197.9000244140625,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.667,-1.0,-0.527,-0.98,1.0,,0.0,78.19191,88.5,4.0867224,0.13,13.5
APARINDS.NS,APAR INDUSTRIES LTD.,Industrials,2026-09-22,18233.0,DISTRIBUTION,0.71,medium,ACCUMULATION,3/5,0.093,-1.0,0.649,0.721,0.0,,0.0,62.090927,85.1,13.579971,0.32,77.8
APCL.NS,ANJANI PORTLAND CEM LTD,Basic Materials,2026-09-22,94.80000305175781,CONTRACTION,0.67,low,,,-0.939,-1.0,-0.851,-0.967,0.0,,0.0,,,0.7620824,0.0,
APCOTEXIND.NS,APCOTEX INDUSTRIES LIMITE,Basic Materials,2026-09-22,609.4500122070312,EXPANSION,0.53,low,DISTRIBUTION,3/5,0.067,0.0,-0.573,0.819,1.0,,0.0,19.596462,38.0,5.0881634,1.31,312.0
APEX.NS,APEX FROZEN FOODS LIMITED,Consumer Defensive,2026-09-22,356.8999938964844,DISTRIBUTION,0.53,low,CONTRACTION,3/5,-0.379,0.0,-0.577,-0.937,0.333,,0.0,21.682869,43.1,2.113848,0.71,138.1
APLAPOLLO.NS,APL APOLLO TUBES LTD,Basic Materials,2026-09-22,2195.0,DISTRIBUTION,0.53,low,CONTRACTION,3/5,-0.372,-1.0,-0.438,0.176,1.0,,0.0,49.582108,78.0,11.5086565,0.39,10.9
APLLTD.NS,ALEMBIC PHARMA LTD,Healthcare,2026-09-22,840.1500244140625,EXPANSION,0.71,low,,,0.688,1.0,0.956,0.993,0.0,,0.0,23.820528,47.1,2.9100943,1.41,12.1
APOLLO.NS,APOLLO MICRO SYSTEMS LTD,Industrials,2026-09-22,406.75,ACCUMULATION,0.53,low,CONTRACTION,2/5,-0.261,0.0,-0.881,-0.163,-1.0,,0.0,115.883194,94.8,10.691005,0.06,45.4
APOLLOHOSP.NS,APOLLO HOSPITALS ENTER. L,Healthcare,2026-09-22,8835.5,DISTRIBUTION,0.71,low,EXPANSION,3/5,0.298,0.0,0.642,0.551,-1.0,,0.0,60.97654,84.4,13.400806,0.22,34.2
APOLLOPIPE.NS,APOLLO PIPES LIMITED,Industrials,2026-09-22,526.0999755859375,DISTRIBUTION,0.44,low,CONTRACTION,2/5,-0.379,-1.0,-0.503,0.365,0.0,,0.0,,,2.8290572,0.13,
APOLLOTYRE.NS,APOLLO TYRES LTD,Consumer Cyclical,2026-09-22,402.54998779296875,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.373,-1.0,-0.501,-0.409,1.0,,0.0,14.925843,27.1,1.523443,2.69,2609.1
APOLSINHOT.NS,APOLLO SINDOORI HOTEL LTD,Industrials,2026-09-22,1223.300048828125,ACCUMULATION,0.71,medium,DISTRIBUTION,2/5,-0.273,0.0,-0.877,0.785,0.667,,0.0,38.252033,68.8,2.0244632,0.25,-55.50000000000001
APTECHT.NS,APTECH LIMITED,Consumer Defensive,2026-09-22,91.77999877929688,CONTRACTION,0.71,low,EXPANSION,2/5,0.316,0.0,0.875,0.55,1.0,,0.0,21.748816,43.2,2.1217375,4.75,13.600000000000001
APTUS.NS,APTUS VALUE HSG FIN I LTD,Financial Services,2026-09-22,242.0800018310547,EXPANSION,0.71,low,DISTRIBUTION,2/5,-0.044,0.0,-0.982,0.056,-0.2,,0.0,12.307067,17.1,2.395622,2.11,19.0
AQYLON.NS,AQYLON NEXUS LIMITED,Communication Services,2026-09-22,19.799999237060547,ACCUMULATION,0.58,low,,,-0.038,0.0,0.5,-0.293,0.0,,0.0,17.67857,34.4,-87.22467,0.0,
ARCHIDPLY.NS,ARCHIDPLY IND. LTD,Basic Materials,2026-09-22,107.68000030517578,EXPANSION,0.53,low,ACCUMULATION,1/5,-0.044,-1.0,-0.436,0.99,-0.333,,0.0,16.414635,31.3,1.9059757,0.0,888.8
ARCHIES.NS,ARCHIES LTD,Consumer Cyclical,2026-09-22,12.75,CONTRACTION,0.44,low,ACCUMULATION,3/5,0.191,0.0,0.75,-0.178,1.0,,0.0,,,0.3452291,0.0,
ARE&M.NS,AMARA RAJA ENERGY MOB LTD,Industrials,2026-09-22,793.2000122070312,DISTRIBUTION,0.53,low,,,0.263,1.0,-0.5,0.322,0.333,,0.0,15.750596,29.6,1.7925221,1.33,15.9
ARENTERP.NS,RAJDARSHAN INDUSTRIES LTD,Basic Materials,2026-09-22,34.77000045776367,ACCUMULATION,0.58,medium,,,0.295,0.0,0.75,-0.218,0.143,,0.0,,,0.5280022,0.0,46.5
ARFIN.NS,ARFIN INDIA LIMITED,Basic Materials,2026-09-22,89.27999877929688,EXPANSION,0.71,low,,,0.167,0.0,0.072,0.594,1.0,,0.0,81.163635,89.2,8.941412,0.26,276.90000000000003
ARIES.NS,ARIES AGRO LTD.,Basic Materials,2026-09-22,469.95001220703125,EXPANSION,0.36,low,CONTRACTION,2/5,-0.104,-1.0,-0.738,0.624,1.0,,0.0,12.805177,19.2,1.826737,0.32,48.8
ARIHANTCAP.NS,ARIHANT CAPITAL MKTS LTD,Financial Services,2026-09-22,90.98999786376953,EXPANSION,0.71,low,,,0.599,1.0,0.917,0.48,0.0,,0.0,25.204987,49.9,2.056364,0.61,69.19999999999999
ARIHANTSUP.NS,ARIHANT SUPERSTRUCT LTD,Real Estate,2026-09-22,234.89999389648438,CONTRACTION,0.53,low,ACCUMULATION,1/5,-0.309,-1.0,0.57,0.195,1.0,,0.0,23.87195,47.4,2.800162,0.11,-38.5
ARIS.NS,ARISINFRA SOLUTIONS LTD,Industrials,2026-09-22,140.10000610351562,CONTRACTION,0.71,medium,ACCUMULATION,3/5,0.255,-1.0,0.784,1.0,0.0,,0.0,16.778442,31.8,1.5497274,0.0,410.70000000000005
ARKADE.NS,ARKADE DEVELOPERS LIMITED,Real Estate,2026-09-22,128.39999389648438,CONTRACTION,0.58,low,EXPANSION,3/5,0.242,0.0,0.75,0.597,1.0,,0.0,,,2.700145,1.42,-33.7
ARMANFIN.NS,ARMAN FIN SERV LTD,Financial Services,2026-09-22,1974.9000244140625,EXPANSION,0.58,high,DISTRIBUTION,3/5,-0.139,0.0,-0.964,0.839,1.0,,0.0,17.93733,35.2,2.2217822,0.0,
AROGRANITE.NS,ARO GRANITE IND. LTD.,Industrials,2026-09-22,23.09000015258789,CONTRACTION,0.67,low,DISTRIBUTION,1/5,-0.086,0.0,-0.512,0.255,1.0,,0.0,,,0.2031015,0.0,
ARROWGREEN.NS,ARROW GREENTECH LIMITED,Consumer Cyclical,2026-09-22,913.0499877929688,EXPANSION,0.71,low,,,0.625,1.0,0.503,0.997,0.0,,0.0,21.580004,42.6,5.8829026,0.57,151.2
ARSHIYA.NS,ARSHIYA LIMITED,Industrials,2026-09-22,0.699999988079071,CONTRACTION,0.44,medium,ACCUMULATION,3/5,0.174,0.0,0.971,-0.45,1.0,,0.0,,,-0.0058059003,0.0,
ARSSBL.NS,ANAND RATHI SH N STK BR L,Financial Services,2026-09-22,496.25,EXPANSION,0.71,low,CONTRACTION,3/5,-0.663,-1.0,-0.431,-0.779,1.0,,0.0,21.207266,42.0,2.3089342,1.01,2.4
ARTEMISMED.NS,ARTEMIS MED SERVICE LTD,Unknown,2026-09-22,340.8500061035156,DISTRIBUTION,0.53,low,,,0.029,0.0,-0.869,0.983,-0.333,,0.0,148.8428,96.0,5.772716,0.0,47.099999999999994
ARTNIRMAN.NS,ART NIRMAN LIMITED,Real Estate,2026-09-22,40.4900016784668,CONTRACTION,0.58,low,EXPANSION,3/5,0.43,1.0,0.687,0.318,-1.0,,0.0,79.39216,88.8,2.4273126,0.0,
ARVEE.NS,ARVEE LABORATORIES I LTD,Basic Materials,2026-09-22,236.07000732421875,CONTRACTION,0.53,low,EXPANSION,3/5,0.077,0.0,-0.122,0.431,0.0,,0.0,64.14946,85.7,7.7331543,0.0,901.8000000000001
ARVIND.NS,ARVIND LIMITED,Consumer Cyclical,2026-09-22,533.5499877929688,EXPANSION,0.53,low,CONTRACTION,3/5,-0.501,-1.0,-0.973,0.458,-1.0,,0.0,33.811787,62.5,3.458076,0.84,0.4
ARVINDFASN.NS,ARVIND FASHIONS LIMITED,Consumer Cyclical,2026-09-22,419.3999938964844,ACCUMULATION,0.89,low,CONTRACTION,3/5,-0.851,-1.0,-0.987,-0.417,-0.25,,0.0,46.49667,75.8,5.9305973,0.37,-23.9
ARVSMART.NS,ARVIND SMARTSPACES LTD,Real Estate,2026-09-22,588.2000122070312,DISTRIBUTION,0.53,low,ACCUMULATION,1/5,-0.102,-1.0,-0.5,0.635,0.0,,0.0,14.606407,26.2,3.981615,0.39,785.3
ASAHIINDIA.NS,ASAHI INDIA GLASS LIMITED,Consumer Cyclical,2026-09-22,965.1500244140625,DISTRIBUTION,0.53,low,CONTRACTION,2/5,-0.27,0.0,-0.985,-0.096,1.0,,0.0,55.50029,81.3,6.2534423,0.21,165.39999999999998
ASAHISONG.NS,ASAHI SONGWON COLOR LTD,Basic Materials,2026-09-22,371.20001220703125,EXPANSION,0.71,low,DISTRIBUTION,3/5,0.161,0.0,-0.987,0.896,0.0,,0.0,12.561761,18.4,1.61263,0.39,508.0
ASAL.NS,AUTOMOTIVE STAMPINGS & AS,Consumer Cyclical,2026-09-22,449.1499938964844,CONTRACTION,0.53,low,ACCUMULATION,3/5,-0.35,-1.0,-0.5,0.1,1.0,,0.0,23.916399,47.6,19.704746,0.0,84.6
ASALCBR.NS,ASSO ALCOHOLS & BREW LTD,Consumer Defensive,2026-09-22,651.7999877929688,CONTRACTION,0.89,low,,,-0.805,-1.0,-0.977,-0.612,-0.143,,0.0,15.383526,28.6,1.7887673,0.31,-24.6
ASHAPURMIN.NS,ASHAPURA MINECHEM LTD,Basic Materials,2026-09-22,537.3499755859375,CONTRACTION,0.71,high,ACCUMULATION,3/5,-0.169,-1.0,0.75,-0.777,1.0,,0.0,12.619774,18.6,3.1123118,0.38,5.0
ASHIANA.NS,ASHIANA HOUSING LTD,Real Estate,2026-09-22,385.0,CONTRACTION,0.71,low,EXPANSION,1/5,0.238,0.0,0.875,0.5,0.0,,0.0,32.682514,61.4,4.2506213,0.62,3.1
ASHIMASYN.NS,ASHIMA LTD,Real Estate,2026-09-22,15.680000305175781,DISTRIBUTION,0.44,low,CONTRACTION,3/5,-0.22,-1.0,-0.504,0.844,-1.0,,0.0,,,1.0852714,0.0,
ASHOKA.NS,ASHOKA BUILDCON LTD,Industrials,2026-09-22,111.95999908447266,CONTRACTION,0.71,medium,DISTRIBUTION,2/5,-0.217,0.0,-0.852,-0.017,0.0,,0.0,1.277353,0.7,0.47762465,0.0,-41.199999999999996
ASHOKAMET.NS,ASHOKA METCAST LIMITED,Basic Materials,2026-09-22,14.300000190734863,ACCUMULATION,0.36,low,CONTRACTION,1/5,-0.021,-1.0,-0.54,0.457,-1.0,,0.0,2.0754719,1.1,0.20928462,0.0,187.20000000000002
ASHOKLEY.NS,ASHOK LEYLAND LTD,Industrials,2026-09-22,160.75,CONTRACTION,0.71,low,,,-0.671,-1.0,-0.5,-0.704,0.0,,0.0,27.153715,53.2,6.6299596,2.16,0.8
ASIANENE.NS,ASIAN ENERGY SERVICES LTD,Energy,2026-09-22,489.6000061035156,EXPANSION,0.53,low,CONTRACTION,1/5,-0.265,-1.0,-0.984,0.924,-0.143,,0.0,38.795563,69.4,4.4347024,0.26,115.3
ASIANHOTNR.NS,ASIAN HOTELS (NORTH) LTD,Consumer Cyclical,2026-09-22,385.1000061035156,EXPANSION,0.67,medium,DISTRIBUTION,1/5,-0.01,0.0,-0.905,0.876,0.143,,0.0,,,1.5049083,0.0,
ASIANPAINT.NS,ASIAN PAINTS LIMITED,Basic Materials,2026-09-22,2448.5,ACCUMULATION,0.53,low,,,-0.255,0.0,-0.5,-0.518,0.0,,0.6,49.18642,77.9,10.989331,1.13,40.0
ASIANTILES.NS,ASIAN GRANITO IND. LTD.,Industrials,2026-09-22,50.09000015258789,ACCUMULATION,0.53,low,EXPANSION,1/5,0.109,1.0,0.501,-0.787,-1.0,,0.0,86.36207,90.4,0.9753486,0.0,8.799999999999999
ASKAUTOLTD.NS,ASK AUTOMOTIVE LIMITED,Consumer Cyclical,2026-09-22,663.4000244140625,CONTRACTION,0.71,medium,ACCUMULATION,3/5,0.208,-1.0,0.875,0.957,-1.0,,0.0,41.333336,71.5,9.97519,0.28,28.799999999999997
ASMS.NS,AVIO SMART MRKT STACK LTD,Technology,2026-09-22,6.610000133514404,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.463,-1.0,-0.685,-0.167,-1.0,,0.0,31.476192,59.9,5.7578397,0.0,236.60000000000002
ASPINWALL.NS,ASPINWALL & CO LTD,Consumer Defensive,2026-09-22,252.35000610351562,EXPANSION,0.78,high,DISTRIBUTION,3/5,0.449,1.0,-0.606,0.94,1.0,,0.0,12.548483,18.2,0.98205185,2.61,
ASTEC.NS,ASTEC LIFESCIENCES LTD,Basic Materials,2026-09-22,794.5,CONTRACTION,0.67,low,EXPANSION,3/5,0.695,1.0,0.527,0.558,1.0,,0.0,,,4.5322566,0.0,
ASTERDM.NS,ASTER DM QUALITY CARE LTD,Healthcare,2026-09-22,750.7000122070312,EXPANSION,0.71,low,CONTRACTION,2/5,-0.581,0.0,-0.991,-0.332,0.0,,0.0,122.463295,95.1,8.454305,0.53,-81.2
ASTRAL.NS,ASTRAL LIMITED,Industrials,2026-09-22,1381.5999755859375,DISTRIBUTION,0.53,low,CONTRACTION,3/5,-0.32,0.0,-0.501,-0.777,0.0,,0.0,64.47037,85.8,9.146761,0.29,48.0
ASTRAMICRO.NS,ASTRA MICROWAVE LTD,Technology,2026-09-22,1616.300048828125,CONTRACTION,0.71,medium,DISTRIBUTION,3/5,-0.288,0.0,-0.692,0.542,1.0,,0.0,81.26195,89.4,11.675854,0.14,-24.099999999999998
ASTRAZEN.NS,ASTRAZENECA PHARMA IND LT,Healthcare,2026-09-22,6711.5,CONTRACTION,0.71,medium,ACCUMULATION,3/5,-0.525,-1.0,0.875,-0.973,1.0,,0.0,98.94589,92.9,19.22427,0.54,-32.1
ASTRON.NS,ASTRON PAPER BORD MIL LTD,Basic Materials,2026-09-22,2.8399999141693115,ACCUMULATION,0.67,low,EXPANSION,2/5,0.278,0.0,0.534,0.301,0.0,,0.0,,,0.19454719,0.0,
ATALREAL.NS,ATAL REALTECH LIMITED,Industrials,2026-09-22,13.069999694824219,DISTRIBUTION,0.53,medium,ACCUMULATION,3/5,-0.438,-1.0,-0.5,-0.93,0.0,,0.0,12.940594,19.7,0.8740721,0.0,51.6
ATAM.NS,ATAM VALVES LIMITED,Industrials,2026-09-22,58.27000045776367,CONTRACTION,0.36,low,EXPANSION,2/5,0.072,1.0,0.56,-0.274,1.0,,0.0,36.879745,67.0,1.7485895,0.59,-48.699999999999996
ATGL.NS,ADANI TOTAL GAS LIMITED,Utilities,2026-09-22,626.25,DISTRIBUTION,0.53,low,ACCUMULATION,3/5,-0.145,-1.0,0.875,0.402,0.0,,0.0,108.91304,93.7,14.157981,0.04,-14.2
ATHERENERG.NS,ATHER ENERGY LIMITED,Consumer Cyclical,2026-09-22,1543.800048828125,EXPANSION,0.44,low,DISTRIBUTION,3/5,-0.221,-1.0,-0.663,1.0,1.0,,0.0,,,22.963648,0.0,
ATL.NS,ALLCARGO TERMINALS LTD,Industrials,2026-09-22,24.350000381469727,CONTRACTION,0.71,low,,,-0.442,-1.0,-0.503,0.502,1.0,,0.0,16.793102,32.3,2.0158954,0.0,-30.0
ATLANTAA.NS,ATLANTAA LIMITED,Industrials,2026-09-22,35.63999938964844,EXPANSION,0.67,low,CONTRACTION,3/5,-0.873,-1.0,-0.991,-0.629,1.0,,0.0,,,1.3674557,0.0,
ATLANTAELE.NS,ATLANTA ELECTRICALS LTD,Industrials,2026-09-22,1664.9000244140625,EXPANSION,0.53,low,DISTRIBUTION,3/5,0.066,0.0,-0.738,1.0,-1.0,,0.0,57.095337,82.4,13.7772665,0.0,50.4
ATLASCYCLE.NS,ATLAS CYCLE (HARYANA) LTD,Consumer Cyclical,2026-09-22,93.55000305175781,CONTRACTION,0.67,medium,DISTRIBUTION,3/5,-0.255,0.0,-0.926,0.161,-1.0,,0.0,,,0.16031986,0.0,
ATUL.NS,ATUL LTD,Basic Materials,2026-09-22,6176.5,ACCUMULATION,0.53,low,,,-0.178,0.0,-0.5,-0.21,0.0,,0.0,22.857302,45.1,2.9226635,0.49,92.0
ATULAUTO.NS,ATUL AUTO LIMITED,Consumer Cyclical,2026-09-22,446.6000061035156,DISTRIBUTION,0.53,low,ACCUMULATION,3/5,-0.308,-1.0,-0.5,0.269,1.0,,0.0,26.239717,51.2,2.5629253,1.34,168.79999999999998
AUBANK.NS,AU SMALL FINANCE BANK LTD,Financial Services,2026-09-22,1036.4000244140625,DISTRIBUTION,0.53,low,ACCUMULATION,2/5,-0.349,0.0,-0.5,-0.894,1.0,,0.0,27.432505,54.0,3.8782203,0.1,37.0
AURIONPRO.NS,AURIONPRO SOLN LTD,Technology,2026-09-22,681.9000244140625,ACCUMULATION,0.53,low,,,0.057,0.0,0.98,-0.1,-1.0,,0.0,18.276602,35.8,2.1118712,0.44,-10.6
AUROPHARMA.NS,AUROBINDO PHARMA LTD,Healthcare,2026-09-22,1700.0,EXPANSION,0.71,low,,,0.357,0.0,0.752,0.677,-0.429,,0.0,26.570803,51.8,2.6057994,0.24,25.2
AURUM.NS,AURUM PROPTECH LIMITED,Real Estate,2026-09-22,222.0399932861328,DISTRIBUTION,0.58,low,CONTRACTION,3/5,-0.372,-1.0,-0.501,0.7,1.0,,0.0,39.649998,70.6,2.703058,0.0,
AURUS.NS,AURUS GEM CORP LIMITED,Consumer Cyclical,2026-09-22,4.889999866485596,ACCUMULATION,0.71,low,EXPANSION,3/5,0.602,1.0,-0.245,0.653,0.0,,0.0,8.016393,6.5,0.7773009,0.0,213.39999999999998
AUSOMENT.NS,AUSOM ENTERPRISE LIMITED,Financial Services,2026-09-22,147.22999572753906,EXPANSION,0.36,low,CONTRACTION,2/5,0.018,-1.0,-0.69,0.763,0.0,,0.0,8.085118,6.6,1.2427933,0.68,36.1
AUTOAXLES.NS,AUTOMOTIVE AXLES LIMITED,Consumer Cyclical,2026-09-22,1664.4000244140625,ACCUMULATION,0.89,high,,,-0.143,-1.0,0.875,-0.923,0.0,,0.0,14.427878,25.7,2.2891378,1.89,27.6
AUTOIND.NS,AUTOLINE INDUSTRIES LTD,Consumer Cyclical,2026-09-22,84.81999969482422,EXPANSION,0.53,medium,ACCUMULATION,2/5,0.335,-1.0,0.701,0.637,1.0,,0.0,9.551802,10.8,1.9530278,0.0,268.6
AVADHSUGAR.NS,AVADH SUG & ENERGY LTD,Consumer Defensive,2026-09-22,732.7999877929688,DISTRIBUTION,0.58,medium,,,-0.044,0.0,-0.574,0.92,1.0,,0.0,22.23301,44.0,1.3045808,1.37,
AVALON.NS,AVALON TECHNOLOGIES LTD,Technology,2026-09-22,2468.5,DISTRIBUTION,0.71,low,EXPANSION,3/5,0.358,0.0,0.458,0.973,0.0,,0.0,124.1076,95.3,22.849289,0.0,145.3
AVANTEL.NS,AVANTEL LIMITED,Technology,2026-09-22,146.7100067138672,ACCUMULATION,0.53,low,CONTRACTION,3/5,-0.353,0.0,-0.947,-0.463,-0.333,,0.0,349.30954,98.3,11.525651,0.14,67.2
AVANTIFEED.NS,AVANTI FEEDS LIMITED,Consumer Defensive,2026-09-22,753.1500244140625,CONTRACTION,0.89,low,,,-0.896,-1.0,-0.625,-0.993,1.0,,0.0,19.366161,37.6,3.1226938,1.3,-42.1
AVG.NS,AVG LOGISTICS LIMITED,Industrials,2026-09-22,169.5500030517578,ACCUMULATION,0.71,low,DISTRIBUTION,3/5,0.191,0.0,-0.941,0.706,-1.0,,0.0,9.61713,11.2,0.9419445,0.71,29.799999999999997
AVL.NS,ADITYA VISION LIMITED,Consumer Cyclical,2026-09-22,627.0999755859375,ACCUMULATION,0.71,low,EXPANSION,3/5,0.452,1.0,0.53,0.276,-0.5,,0.0,58.280666,83.0,11.712737,0.2,40.0
AVONMORE.NS,AVONMORE CAP&MGT SERV LTD,Financial Services,2026-09-22,12.869999885559082,CONTRACTION,0.53,low,DISTRIBUTION,2/5,-0.148,0.0,-0.977,0.386,0.0,,0.0,23.833332,47.3,0.88036114,0.0,196.6
AVROIND.NS,AVRO INDIA LIMITED,Consumer Cyclical,2026-09-22,7.239999771118164,CONTRACTION,0.78,low,,,-0.859,-1.0,-0.513,-0.993,1.0,,0.0,,,1.0874135,0.0,-34.1
AVTNPL.NS,AVT NATURAL PRODUCTS LTD,Basic Materials,2026-09-22,98.26000213623047,EXPANSION,0.53,low,CONTRACTION,1/5,-0.148,-1.0,-0.736,1.0,0.0,,0.0,17.865456,34.9,2.6752703,1.0,156.7
AWFIS.NS,AWFIS SPACE SOLUTIONS LTD,Industrials,2026-09-22,266.54998779296875,CONTRACTION,0.53,medium,ACCUMULATION,1/5,0.21,0.0,0.746,0.093,1.0,,0.0,22.474705,44.6,3.4513786,0.0,140.2
AWHCL.NS,ANTONY WASTE HDG CELL LTD,Industrials,2026-09-22,364.29998779296875,CONTRACTION,0.53,low,ACCUMULATION,1/5,-0.268,0.0,0.656,-0.887,1.0,,0.0,17.684465,34.5,1.398851,0.14,-95.7
AWL.NS,AWL AGRI BUSINESS LIMITED,Consumer Defensive,2026-09-22,183.10000610351562,ACCUMULATION,0.53,low,DISTRIBUTION,2/5,-0.047,0.0,-0.509,0.322,1.0,,0.0,20.526907,40.6,2.2681665,0.54,48.199999999999996
AXISBANK.NS,AXIS BANK LIMITED,Financial Services,2026-09-22,1242.699951171875,ACCUMULATION,0.53,medium,,,0.062,0.0,0.542,-0.827,1.0,,0.0,13.983345,23.8,1.7318726,0.08,22.2
AXISCADES.NS,AXISCADES TECH LTD,Industrials,2026-09-22,1891.0999755859375,EXPANSION,0.58,medium,ACCUMULATION,1/5,0.023,0.0,0.828,-0.246,0.0,,0.0,127.346794,95.6,11.072986,0.0,
AXITA.NS,AXITA COTTON LIMITED,Consumer Cyclical,2026-09-22,7.989999771118164,ACCUMULATION,0.53,low,,,-0.147,0.0,-0.5,-0.09,0.0,,0.0,88.77777,90.8,4.7083087,0.63,55.800000000000004
AYMSYNTEX.NS,AYM SYNTEX LIMITED,Consumer Cyclical,2026-09-22,295.3999938964844,EXPANSION,0.58,high,DISTRIBUTION,3/5,-0.144,0.0,-0.975,0.97,1.0,,0.0,92.3125,91.7,2.9419086,0.0,
AZAD.NS,AZAD ENGINEERING LIMITED,Industrials,2026-09-22,2776.199951171875,DISTRIBUTION,0.53,low,,,0.097,0.0,-0.502,0.89,0.0,,0.0,128.70654,95.7,11.7311,0.0,20.3
BAFNAPH.NS,BAFNA PHARMACEUTICALS LTD,Healthcare,2026-09-22,329.95001220703125,EXPANSION,0.71,high,DISTRIBUTION,3/5,0.125,1.0,-0.459,0.96,-0.846,,0.0,99.984856,93.1,8.132657,0.0,-97.8
